codigo_comunidad;comunidad;name;year;precio;IPC;edad_media;mano_obra;precio_Acero;precio_Aluminio;precio_Cemento;precio_Ceramica;precio_Cobre;precio_Energía;precio_Ligantes;precio_Madera;num_hipotecas;num_inmigracion
6;cantabria;Cantabria;01/04/2016;13080;92254;4,56759E+15;38877;9325;7128;16416;14360;17327;25211;28185;18386;1057;24646
6;cantabria;Cantabria;01/07/2016;12870;93067;4,58472E+15;38969;10233;7193;16472;14410;18077;27995;35216;18445;1220;24438
6;cantabria;Cantabria;01/10/2016;12940;94059;4,58472E+15;39392;9901;7230;16499;14366;17259;29515;37860;18460;1101;24231
6;cantabria;Cantabria;01/01/2017;12870;94768;4,60137E+15;39527;10804;7554;16367;14370;20897;32580;45171;18455;1596;24023
6;cantabria;Cantabria;01/04/2017;13040;94625;4,60137E+15;3972;10977;7915;16097;14354;20833;30211;43765;18526;1123;24272
6;cantabria;Cantabria;01/07/2017;12870;94295;4,6167E+15;39482;10838;7786;16091;14479;21009;29093;42093;18542;1137;24521
6;cantabria;Cantabria;01/10/2017;12940;95459;4,6167E+15;39918;11387;7814;16112;14481;23082;30826;44887;18535;1154;24770
6;cantabria;Cantabria;01/01/2018;12820;95161;4,63211E+15;39721;11815;8054;16012;14520;22103;31917;46222;18590;1467;25019
6;cantabria;Cantabria;01/04/2018;12660;95784;4,63211E+15;40085;11918;7917;16252;14515;21567;31110;47065;18544;1263;25449
6;cantabria;Cantabria;01/07/2018;12780;96634;4,64524E+15;40236;11815;8396;16244;14547;21142;34394;55238;18633;1443;25879
6;cantabria;Cantabria;01/10/2018;12860;97724;4,64524E+15;40685;11934;8159;16168;14543;20921;35601;57609;18634;1262;26309
6;cantabria;Cantabria;01/01/2019;12870;96024;4,66084E+15;40052;11755;8039;16364;14604;20441;33011;49887;18687;1555;26739
6;cantabria;Cantabria;01/04/2019;12820;9726;4,66084E+15;40604;11664;7901;16437;14736;22044;34134;57218;18803;1384;27422
6;cantabria;Cantabria;01/07/2019;12780;97018;4,67486E+15;40417;11359;7928;16469;14785;20644;33469;54174;18858;1092;28105
6;cantabria;Cantabria;01/10/2019;12890;97752;4,67486E+15;40731;10997;7734;16422;14835;20222;33387;50285;18909;1460;28788
6;cantabria;Cantabria;01/01/2020;13270;97087;4,69063E+16;40426;10985;7837;16548;14838;20645;34564;47139;18943;1635;29471
6;cantabria;Cantabria;01/04/2020;13340;96583;4,69063E+16;40357;10832;7526;16613;15062;18528;27389;43547;18976;1247;29544
6;cantabria;Cantabria;01/07/2020;13200;96624;4,70393E+16;40205;10477;7321;16493;15221;20712;29080;45249;19001;1264;29616
6;cantabria;Cantabria;01/10/2020;13270;96972;4,70393E+16;40451;10697;7516;16503;15229;21268;29005;50751;19028;1308;29688
6;cantabria;Cantabria;01/01/2021;13120;97567;4,71799E+15;40584;11880;7753;16595;15235;24083;32594;51014;19055;1856;29761
6;cantabria;Cantabria;01/04/2021;13210;98785;4,71799E+15;41122;12803;8173;16593;15197;28613;34780;57701;19377;2197;29978
6;cantabria;Cantabria;01/07/2021;13110;99503;4,73755E+15;41188;15445;9155;16685;15278;28830;37722;62714;20122;1521;30194
6;cantabria;Cantabria;01/10/2021;13290;102287;4,73755E+15;42291;16056;10610;16844;15918;30916;44256;68130;20489;1874;30411
6;cantabria;Cantabria;01/01/2022;13270;103635;4,75092E+15;42692;16897;11247;18123;18552;30852;46977;68574;21025;2114;30628
7;castilla-leon;Castilla y León;01/01/2003;9870;7213;4,44023E+15;3130;7199;7258;13499;12274;5582;20170;14539;15074;16559;50052
7;castilla-leon;Castilla y León;01/04/2003;10040;73123;4,44023E+15;31754;7307;7283;13437;12272;5276;19409;15257;15072;15335;52488
7;castilla-leon;Castilla y León;01/07/2003;10210;72677;4,45292E+15;31592;7244;7048;13246;12260;5412;18653;15178;15126;16055;54925
7;castilla-leon;Castilla y León;01/10/2003;10470;73853;4,45292E+15;31996;7174;7054;13312;12244;5905;18173;14452;15129;16545;57362
7;castilla-leon;Castilla y León;01/01/2004;10650;73405;4,46264E+15;31941;7357;7117;13427;12260;6893;17733;12628;15179;18752;59798
7;castilla-leon;Castilla y León;01/04/2004;11000;74936;4,46264E+15;32514;9125;7211;13734;12408;8793;18245;13428;15218;18241;63855
7;castilla-leon;Castilla y León;01/07/2004;11350;74998;4,47429E+15;32513;9282;7526;13728;12482;8193;19059;13695;15273;15373;67912
7;castilla-leon;Castilla y León;01/10/2004;11640;76378;4,47429E+15;32956;10139;7735;13713;12575;8631;20314;13255;15319;15001;71969
7;castilla-leon;Castilla y León;01/01/2005;11970;75588;4,4839E+15;3276;10177;7534;13922;12689;8666;19606;12534;15364;18127;76026
7;castilla-leon;Castilla y León;01/04/2005;12380;77492;4,4839E+15;3346;9777;7875;14331;12849;9253;21880;17023;15556;17364;78924
7;castilla-leon;Castilla y León;01/07/2005;12680;77435;4,49167E+15;33403;9545;7681;14355;12953;10604;23285;19484;15591;17273;81822
7;castilla-leon;Castilla y León;01/10/2005;13030;79005;4,49167E+15;33917;9852;7837;14438;13018;11929;25389;23403;15619;17821;84721
7;castilla-leon;Castilla y León;01/01/2006;13330;7881;4,50424E+15;33916;9782;8687;14736;13323;13814;25360;23056;15722;21815;87619
7;castilla-leon;Castilla y León;01/04/2006;13750;80478;4,50424E+15;34524;10160;8952;15632;13604;18383;25878;26087;15860;21456;90448
7;castilla-leon;Castilla y León;01/07/2006;14080;80549;4,5161E+15;34523;10600;8866;15635;13768;21471;26053;25822;16007;19046;93277
7;castilla-leon;Castilla y León;01/10/2006;14480;80982;4,5161E+15;34641;11028;8685;15654;13968;21002;23814;21955;16073;18956;96106
7;castilla-leon;Castilla y León;01/01/2007;14820;8068;4,52593E+15;34581;10796;8846;16343;14313;15404;22915;20353;16381;22103;98935
7;castilla-leon;Castilla y León;01/04/2007;15120;82443;4,52593E+15;35261;11550;8895;16942;14678;20292;23958;24441;16701;21541;106460
7;castilla-leon;Castilla y León;01/07/2007;15300;8233;4,5319E+15;3520;11471;8654;16938;14712;20531;25892;28288;16870;19360;113986
7;castilla-leon;Castilla y León;01/10/2007;15440;8394;4,5319E+15;3571;11052;7948;16849;14764;19879;26825;32004;17061;18541;121512
7;castilla-leon;Castilla y León;01/01/2008;15590;84347;4,53819E+15;35861;10949;7755;16918;14834;16942;29123;31611;17247;19879;129037
7;castilla-leon;Castilla y León;01/04/2008;15710;86119;4,53819E+15;36535;12335;8198;17221;15033;19472;30200;32321;17298;17321;131358
7;castilla-leon;Castilla y León;01/07/2008;15630;86958;4,54715E+16;36783;14465;8430;17160;14988;18842;37265;41968;17341;18066;133680
7;castilla-leon;Castilla y León;01/10/2008;15490;86876;4,54715E+16;36814;13274;7648;16939;14726;13057;29456;32450;17334;16816;136002
7;castilla-leon;Castilla y León;01/01/2009;15330;84678;4,56036E+14;3616;11029;6287;17121;14629;8591;21798;20183;17354;16433;138323
7;castilla-leon;Castilla y León;01/04/2009;15200;85501;4,56036E+14;36529;9833;6229;16638;14576;11798;22590;25403;17345;15962;138373
7;castilla-leon;Castilla y León;01/07/2009;15240;85215;4,57498E+15;36373;9510;6433;16309;14544;13094;24981;33640;17277;15754;138424
7;castilla-leon;Castilla y León;01/10/2009;15280;86082;4,57498E+15;36621;9548;6897;16298;14418;14870;25283;35023;17239;14928;138474
7;castilla-leon;Castilla y León;01/01/2010;15120;85546;4,59143E+14;36464;9421;7655;16126;14327;18183;26699;38962;17250;16096;138524
7;castilla-leon;Castilla y León;01/04/2010;14640;86945;4,59143E+14;36961;10486;8205;15934;14327;20366;28622;44638;17243;14678;138920
7;castilla-leon;Castilla y León;01/07/2010;14420;8694;4,60785E+16;3696;10516;7704;15716;14331;18502;28643;43654;17249;14375;139316
7;castilla-leon;Castilla y León;01/10/2010;14320;88199;4,60785E+16;3737;10684;7917;15503;14268;20960;28313;42363;17276;11692;139712
7;castilla-leon;Castilla y León;01/01/2011;14130;88544;4,62395E+15;37496;11121;8414;15447;14280;24737;30715;46173;17348;12842;140108
7;castilla-leon;Castilla y León;01/04/2011;13960;9045;4,62395E+15;38136;11892;8130;15556;14321;24053;34081;54266;17434;9162;140112
7;castilla-leon;Castilla y León;01/07/2011;13660;89892;4,64201E+16;37941;12168;7923;15658;14255;24495;33478;54235;17417;8616;140115
7;castilla-leon;Castilla y León;01/10/2011;13620;9108;4,64201E+16;38297;12053;8036;15852;14239;21453;33423;55991;17455;7064;140118
7;castilla-leon;Castilla y León;01/01/2012;13300;90557;4,65833E+15;3810;11670;8016;16074;14238;23287;36679;60002;17459;8309;140122
7;castilla-leon;Castilla y León;01/04/2012;12990;92791;4,65833E+15;38816;11703;7922;16036;14259;22708;37057;63074;17475;6937;137742
7;castilla-leon;Castilla y León;01/07/2012;12680;92142;4,67223E+15;38651;11549;7552;16348;14272;23121;35076;57085;17492;5716;135362
7;castilla-leon;Castilla y León;01/10/2012;12190;94437;4,67223E+15;39445;11168;7491;16522;14237;23409;36203;60005;17485;4601;132983
7;castilla-leon;Castilla y León;01/01/2013;11730;93201;4,69086E+14;39017;11185;7369;16130;14215;24072;35073;52739;17545;5700;130603
7;castilla-leon;Castilla y León;01/04/2013;11370;93937;4,69086E+14;39315;10874;7211;16631;14158;22698;34522;55771;17593;3635;126515
7;castilla-leon;Castilla y León;01/07/2013;11180;9396;4,71146E+15;39253;10594;7016;16784;14208;21121;34788;53995;17601;3294;122426
7;castilla-leon;Castilla y León;01/10/2013;10970;94545;4,71146E+15;3943;10698;6918;16676;14352;21014;34837;54121;17624;2886;118338
7;castilla-leon;Castilla y León;01/01/2014;10660;93521;4,73083E+14;39083;10584;6794;16279;14213;21279;33485;52112;17700;4487;114250
7;castilla-leon;Castilla y León;01/04/2014;10500;94308;4,73083E+14;39439;10525;6837;16112;14337;19472;32937;52149;17782;3357;111640
7;castilla-leon;Castilla y León;01/07/2014;10170;93479;4,7488E+15;39141;10445;7205;16056;14487;20865;34449;52703;17848;4145;109029
7;castilla-leon;Castilla y León;01/10/2014;10110;94437;4,7488E+15;39399;10470;7729;16334;14550;21211;34009;51631;17817;2883;106418
7;castilla-leon;Castilla y León;01/01/2015;10170;91816;4,76661E+15;38646;10193;7919;16536;14539;20210;29293;40965;17882;4005;103808
7;castilla-leon;Castilla y León;01/04/2015;10100;93352;4,76661E+15;39228;10220;8187;16452;14533;22179;31135;41412;18068;3872;102228
7;castilla-leon;Castilla y León;01/07/2015;10110;93258;4,78228E+16;39165;10132;7731;16355;14527;20017;31363;42686;18141;4015;100648
7;castilla-leon;Castilla y León;01/10/2015;10120;93313;4,78228E+16;39164;9489;7352;16311;14514;18832;28493;33187;18129;3404;99068
7;castilla-leon;Castilla y León;01/01/2016;10110;91292;4,80003E+15;38553;9089;7214;16339;14537;16869;25248;28684;18207;4437;97488
7;castilla-leon;Castilla y León;01/04/2016;9960;92103;4,80003E+15;38877;9325;7128;16416;14360;17327;25211;28185;18386;4429;96127
7;castilla-leon;Castilla y León;01/07/2016;9770;92411;4,81831E+15;38969;10233;7193;16472;14410;18077;27995;35216;18445;3620;94766
7;castilla-leon;Castilla y León;01/10/2016;9660;94024;4,81831E+15;39392;9901;7230;16499;14366;17259;29515;37860;18460;3857;93406
7;castilla-leon;Castilla y León;01/01/2017;9660;94367;4,83473E+15;39527;10804;7554;16367;14370;20897;32580;45171;18455;4435;92045
7;castilla-leon;Castilla y León;01/04/2017;9720;94724;4,83473E+15;3972;10977;7915;16097;14354;20833;30211;43765;18526;4580;92144
7;castilla-leon;Castilla y León;01/07/2017;9840;93965;4,84999E+15;39482;10838;7786;16091;14479;21009;29093;42093;18542;4548;92244
7;castilla-leon;Castilla y León;01/10/2017;9920;95443;4,84999E+15;39918;11387;7814;16112;14481;23082;30826;44887;18535;3741;92344
7;castilla-leon;Castilla y León;01/01/2018;9960;94852;4,86604E+15;39721;11815;8054;16012;14520;22103;31917;46222;18590;4654;92443
7;castilla-leon;Castilla y León;01/04/2018;10050;95718;4,86604E+15;40085;11918;7917;16252;14515;21567;31110;47065;18544;4729;93598
7;castilla-leon;Castilla y León;01/07/2018;10150;96252;4,87911E+15;40236;11815;8396;16244;14547;21142;34394;55238;18633;4604;94752
7;castilla-leon;Castilla y León;01/10/2018;10180;97835;4,87911E+15;40685;11934;8159;16168;14543;20921;35601;57609;18634;4244;95907
7;castilla-leon;Castilla y León;01/01/2019;10120;95931;4,89341E+15;40052;11755;8039;16364;14604;20441;33011;49887;18687;4745;97062
7;castilla-leon;Castilla y León;01/04/2019;10130;97471;4,89341E+15;40604;11664;7901;16437;14736;22044;34134;57218;18803;5930;99240
7;castilla-leon;Castilla y León;01/07/2019;10190;96926;4,9058E+15;40417;11359;7928;16469;14785;20644;33469;54174;18858;4087;101417
7;castilla-leon;Castilla y León;01/10/2019;10210;97939;4,9058E+15;40731;10997;7734;16422;14835;20222;33387;50285;18909;4446;103594
7;castilla-leon;Castilla y León;01/01/2020;10260;96981;4,91969E+15;40426;10985;7837;16548;14838;20645;34564;47139;18943;6228;105772
7;castilla-leon;Castilla y León;01/04/2020;10190;9639;4,91969E+15;40357;10832;7526;16613;15062;18528;27389;43547;18976;4141;106210
7;castilla-leon;Castilla y León;01/07/2020;10080;96024;4,9214E+15;40205;10477;7321;16493;15221;20712;29080;45249;19001;4440;106647
7;castilla-leon;Castilla y León;01/10/2020;10090;96898;4,9214E+15;40451;10697;7516;16503;15229;21268;29005;50751;19028;5089;107084
7;castilla-leon;Castilla y León;01/01/2021;10070;97378;4,93074E+16;40584;11880;7753;16595;15235;24083;32594;51014;19055;5387;107522
7;castilla-leon;Castilla y León;01/04/2021;10110;98824;4,93074E+16;41122;12803;8173;16593;15197;28613;34780;57701;19377;5765;107803
7;castilla-leon;Castilla y León;01/07/2021;10220;99371;4,94825E+16;41188;15445;9155;16685;15278;28830;37722;62714;20122;6064;108084
7;castilla-leon;Castilla y León;01/10/2021;10410;102775;4,94825E+16;42291;16056;10610;16844;15918;30916;44256;68130;20489;6276;108365
7;castilla-leon;Castilla y León;01/01/2022;10610;103938;4,96162E+15;42692;16897;11247;18123;18552;30852;46977;68574;21025;6427;108646
8;castilla-mancha;Castilla-La Mancha;01/01/2003;8390;72556;4,0943E+15;3130;7199;7258;13499;12274;5582;20170;14539;15074;10867;54441
8;castilla-mancha;Castilla-La Mancha;01/04/2003;8850;73714;4,0943E+15;31754;7307;7283;13437;12272;5276;19409;15257;15072;10380;58362
8;castilla-mancha;Castilla-La Mancha;01/07/2003;9250;73379;4,09669E+16;31592;7244;7048;13246;12260;5412;18653;15178;15126;10729;62283
8;castilla-mancha;Castilla-La Mancha;01/10/2003;9670;74471;4,09669E+16;31996;7174;7054;13312;12244;5905;18173;14452;15129;11810;66204
8;castilla-mancha;Castilla-La Mancha;01/01/2004;10230;74117;4,09708E+16;31941;7357;7117;13427;12260;6893;17733;12628;15179;13982;70125
8;castilla-mancha;Castilla-La Mancha;01/04/2004;10780;75784;4,09708E+16;32514;9125;7211;13734;12408;8793;18245;13428;15218;15121;75586
8;castilla-mancha;Castilla-La Mancha;01/07/2004;11210;75847;4,10074E+15;32513;9282;7526;13728;12482;8193;19059;13695;15273;14894;81046
8;castilla-mancha;Castilla-La Mancha;01/10/2004;11860;77346;4,10074E+15;32956;10139;7735;13713;12575;8631;20314;13255;15319;14976;86507
8;castilla-mancha;Castilla-La Mancha;01/01/2005;12470;76497;4,09896E+15;3276;10177;7534;13922;12689;8666;19606;12534;15364;17401;91968
8;castilla-mancha;Castilla-La Mancha;01/04/2005;12950;78557;4,09896E+15;3346;9777;7875;14331;12849;9253;21880;17023;15556;18246;95575
8;castilla-mancha;Castilla-La Mancha;01/07/2005;13490;78412;4,09666E+15;33403;9545;7681;14355;12953;10604;23285;19484;15591;20672;99182
8;castilla-mancha;Castilla-La Mancha;01/10/2005;13840;8009;4,09666E+15;33917;9852;7837;14438;13018;11929;25389;23403;15619;18101;102790
8;castilla-mancha;Castilla-La Mancha;01/01/2006;14320;79982;4,10008E+15;33916;9782;8687;14736;13323;13814;25360;23056;15722;22818;106397
8;castilla-mancha;Castilla-La Mancha;01/04/2006;14730;81738;4,10008E+15;34524;10160;8952;15632;13604;18383;25878;26087;15860;22489;111977
8;castilla-mancha;Castilla-La Mancha;01/07/2006;15120;8166;4,10103E+15;34523;10600;8866;15635;13768;21471;26053;25822;16007;21466;117558
8;castilla-mancha;Castilla-La Mancha;01/10/2006;15450;82012;4,10103E+15;34641;11028;8685;15654;13968;21002;23814;21955;16073;23188;123138
8;castilla-mancha;Castilla-La Mancha;01/01/2007;15740;81593;4,09961E+15;34581;10796;8846;16343;14313;15404;22915;20353;16381;25769;128718
8;castilla-mancha;Castilla-La Mancha;01/04/2007;16030;83585;4,09961E+15;35261;11550;8895;16942;14678;20292;23958;24441;16701;28445;138338
8;castilla-mancha;Castilla-La Mancha;01/07/2007;16160;83207;4,09426E+15;3520;11471;8654;16938;14712;20531;25892;28288;16870;22273;147959
8;castilla-mancha;Castilla-La Mancha;01/10/2007;16250;85035;4,09426E+15;3571;11052;7948;16849;14764;19879;26825;32004;17061;23192;157580
8;castilla-mancha;Castilla-La Mancha;01/01/2008;16180;8545;4,09219E+15;35861;10949;7755;16918;14834;16942;29123;31611;17247;21570;167200
8;castilla-mancha;Castilla-La Mancha;01/04/2008;15840;87276;4,09219E+15;36535;12335;8198;17221;15033;19472;30200;32321;17298;19002;170621
8;castilla-mancha;Castilla-La Mancha;01/07/2008;15400;88091;4,09531E+15;36783;14465;8430;17160;14988;18842;37265;41968;17341;15917;174042
8;castilla-mancha;Castilla-La Mancha;01/10/2008;15070;88021;4,09531E+15;36814;13274;7648;16939;14726;13057;29456;32450;17334;13255;177464
8;castilla-mancha;Castilla-La Mancha;01/01/2009;14630;85534;4,10118E+15;3616;11029;6287;17121;14629;8591;21798;20183;17354;9752;180885
8;castilla-mancha;Castilla-La Mancha;01/04/2009;14460;86256;4,10118E+15;36529;9833;6229;16638;14576;11798;22590;25403;17345;11731;181263
8;castilla-mancha;Castilla-La Mancha;01/07/2009;14740;85784;4,11071E+14;36373;9510;6433;16309;14544;13094;24981;33640;17277;12357;181640
8;castilla-mancha;Castilla-La Mancha;01/10/2009;14700;8677;4,11071E+14;36621;9548;6897;16298;14418;14870;25283;35023;17239;10077;182018
8;castilla-mancha;Castilla-La Mancha;01/01/2010;14420;86309;4,12298E+15;36464;9421;7655;16126;14327;18183;26699;38962;17250;9552;182396
8;castilla-mancha;Castilla-La Mancha;01/04/2010;14060;8774;4,12298E+15;36961;10486;8205;15934;14327;20366;28622;44638;17243;10601;182626
8;castilla-mancha;Castilla-La Mancha;01/07/2010;13470;87581;4,13684E+15;3696;10516;7704;15716;14331;18502;28643;43654;17249;9876;182856
8;castilla-mancha;Castilla-La Mancha;01/10/2010;13270;8905;4,13684E+15;3737;10684;7917;15503;14268;20960;28313;42363;17276;7541;183087
8;castilla-mancha;Castilla-La Mancha;01/01/2011;12910;89505;4,14937E+15;37496;11121;8414;15447;14280;24737;30715;46173;17348;8035;183317
8;castilla-mancha;Castilla-La Mancha;01/04/2011;12510;9158;4,14937E+15;38136;11892;8130;15556;14321;24053;34081;54266;17434;5682;183453
8;castilla-mancha;Castilla-La Mancha;01/07/2011;12210;90761;4,16288E+15;37941;12168;7923;15658;14255;24495;33478;54235;17417;4700;183588
8;castilla-mancha;Castilla-La Mancha;01/10/2011;12050;92091;4,16288E+15;38297;12053;8036;15852;14239;21453;33423;55991;17455;4793;183724
8;castilla-mancha;Castilla-La Mancha;01/01/2012;11810;91439;4,17668E+15;3810;11670;8016;16074;14238;23287;36679;60002;17459;5402;183860
8;castilla-mancha;Castilla-La Mancha;01/04/2012;11260;93428;4,17668E+15;38816;11703;7922;16036;14259;22708;37057;63074;17475;4513;179943
8;castilla-mancha;Castilla-La Mancha;01/07/2012;10790;92682;4,189E+15;38651;11549;7552;16348;14272;23121;35076;57085;17492;3975;176026
8;castilla-mancha;Castilla-La Mancha;01/10/2012;10400;95118;4,189E+15;39445;11168;7491;16522;14237;23409;36203;60005;17485;3105;172108
8;castilla-mancha;Castilla-La Mancha;01/01/2013;10070;93734;4,20575E+15;39017;11185;7369;16130;14215;24072;35073;52739;17545;3538;168191
8;castilla-mancha;Castilla-La Mancha;01/04/2013;9660;94556;4,20575E+15;39315;10874;7211;16631;14158;22698;34522;55771;17593;3029;162744
8;castilla-mancha;Castilla-La Mancha;01/07/2013;9400;9432;4,22675E+16;39253;10594;7016;16784;14208;21121;34788;53995;17601;2359;157296
8;castilla-mancha;Castilla-La Mancha;01/10/2013;9080;94968;4,22675E+16;3943;10698;6918;16676;14352;21014;34837;54121;17624;2826;151848
8;castilla-mancha;Castilla-La Mancha;01/01/2014;8840;93796;4,24731E+15;39083;10584;6794;16279;14213;21279;33485;52112;17700;2700;146401
8;castilla-mancha;Castilla-La Mancha;01/04/2014;8660;94795;4,24731E+15;39439;10525;6837;16112;14337;19472;32937;52149;17782;2463;142584
8;castilla-mancha;Castilla-La Mancha;01/07/2014;8580;93575;4,26723E+15;39141;10445;7205;16056;14487;20865;34449;52703;17848;2745;138766
8;castilla-mancha;Castilla-La Mancha;01/10/2014;8470;94658;4,26723E+15;39399;10470;7729;16334;14550;21211;34009;51631;17817;2797;134948
8;castilla-mancha;Castilla-La Mancha;01/01/2015;8340;91947;4,28759E+15;38646;10193;7919;16536;14539;20210;29293;40965;17882;2881;131131
8;castilla-mancha;Castilla-La Mancha;01/04/2015;8320;93683;4,28759E+15;39228;10220;8187;16452;14533;22179;31135;41412;18068;2762;128732
8;castilla-mancha;Castilla-La Mancha;01/07/2015;8260;93248;4,30364E+15;39165;10132;7731;16355;14527;20017;31363;42686;18141;3147;126334
8;castilla-mancha;Castilla-La Mancha;01/10/2015;8280;93482;4,30364E+15;39164;9489;7352;16311;14514;18832;28493;33187;18129;2791;123935
8;castilla-mancha;Castilla-La Mancha;01/01/2016;8340;91376;4,32126E+15;38553;9089;7214;16339;14537;16869;25248;28684;18207;3389;121536
8;castilla-mancha;Castilla-La Mancha;01/04/2016;8260;92283;4,32126E+15;38877;9325;7128;16416;14360;17327;25211;28185;18386;4091;119949
8;castilla-mancha;Castilla-La Mancha;01/07/2016;8170;92403;4,33921E+15;38969;10233;7193;16472;14410;18077;27995;35216;18445;3309;118362
8;castilla-mancha;Castilla-La Mancha;01/10/2016;8110;93972;4,33921E+15;39392;9901;7230;16499;14366;17259;29515;37860;18460;3167;116776
8;castilla-mancha;Castilla-La Mancha;01/01/2017;8060;94366;4,35535E+14;39527;10804;7554;16367;14370;20897;32580;45171;18455;3673;115189
8;castilla-mancha;Castilla-La Mancha;01/04/2017;8110;94786;4,35535E+14;3972;10977;7915;16097;14354;20833;30211;43765;18526;3751;115497
8;castilla-mancha;Castilla-La Mancha;01/07/2017;8050;93813;4,37065E+14;39482;10838;7786;16091;14479;21009;29093;42093;18542;4450;115804
8;castilla-mancha;Castilla-La Mancha;01/10/2017;7990;95492;4,37065E+14;39918;11387;7814;16112;14481;23082;30826;44887;18535;3225;116112
8;castilla-mancha;Castilla-La Mancha;01/01/2018;8020;94941;4,38422E+15;39721;11815;8054;16012;14520;22103;31917;46222;18590;4063;116420
8;castilla-mancha;Castilla-La Mancha;01/04/2018;8030;95897;4,38422E+15;40085;11918;7917;16252;14515;21567;31110;47065;18544;4402;117644
8;castilla-mancha;Castilla-La Mancha;01/07/2018;8070;96244;4,39731E+15;40236;11815;8396;16244;14547;21142;34394;55238;18633;4302;118869
8;castilla-mancha;Castilla-La Mancha;01/10/2018;8130;9797;4,39731E+15;40685;11934;8159;16168;14543;20921;35601;57609;18634;3611;120094
8;castilla-mancha;Castilla-La Mancha;01/01/2019;8120;95635;4,41182E+15;40052;11755;8039;16364;14604;20441;33011;49887;18687;5807;121318
8;castilla-mancha;Castilla-La Mancha;01/04/2019;8170;97406;4,41182E+15;40604;11664;7901;16437;14736;22044;34134;57218;18803;4650;123824
8;castilla-mancha;Castilla-La Mancha;01/07/2019;8300;96591;4,42197E+15;40417;11359;7928;16469;14785;20644;33469;54174;18858;4311;126330
8;castilla-mancha;Castilla-La Mancha;01/10/2019;8350;98006;4,42197E+15;40731;10997;7734;16422;14835;20222;33387;50285;18909;5863;128835
8;castilla-mancha;Castilla-La Mancha;01/01/2020;8390;96992;4,43306E+15;40426;10985;7837;16548;14838;20645;34564;47139;18943;5110;131341
8;castilla-mancha;Castilla-La Mancha;01/04/2020;8360;96204;4,43306E+15;40357;10832;7526;16613;15062;18528;27389;43547;18976;2837;131672
8;castilla-mancha;Castilla-La Mancha;01/07/2020;8440;95782;4,43016E+15;40205;10477;7321;16493;15221;20712;29080;45249;19001;4119;132002
8;castilla-mancha;Castilla-La Mancha;01/10/2020;8500;96795;4,43016E+15;40451;10697;7516;16503;15229;21268;29005;50751;19028;4362;132332
8;castilla-mancha;Castilla-La Mancha;01/01/2021;8570;97144;4,44091E+15;40584;11880;7753;16595;15235;24083;32594;51014;19055;5000;132663
8;castilla-mancha;Castilla-La Mancha;01/04/2021;8700;9887;4,44091E+15;41122;12803;8173;16593;15197;28613;34780;57701;19377;5265;133006
8;castilla-mancha;Castilla-La Mancha;01/07/2021;8770;99235;4,45629E+14;41188;15445;9155;16685;15278;28830;37722;62714;20122;5774;133348
8;castilla-mancha;Castilla-La Mancha;01/10/2021;8970;103042;4,45629E+14;42291;16056;10610;16844;15918;30916;44256;68130;20489;5513;133690
8;castilla-mancha;Castilla-La Mancha;01/01/2022;9170;104171;4,46752E+15;42692;16897;11247;18123;18552;30852;46977;68574;21025;6093;134033
9;catalunya;Cataluña;01/01/2003;14150;69256;4,08735E+15;3130;7199;7258;13499;12274;5582;20170;14539;15074;65717;331321
9;catalunya;Cataluña;01/04/2003;14860;7049;4,08735E+15;31754;7307;7283;13437;12272;5276;19409;15257;15072;61594;349487
9;catalunya;Cataluña;01/07/2003;15150;70062;4,08484E+16;31592;7244;7048;13246;12260;5412;18653;15178;15126;64236;367654
9;catalunya;Cataluña;01/10/2003;15930;71162;4,08484E+16;31996;7174;7054;13312;12244;5905;18173;14452;15129;60315;385820
9;catalunya;Cataluña;01/01/2004;16790;71192;4,08386E+15;31941;7357;7117;13427;12260;6893;17733;12628;15179;72163;403986
9;catalunya;Cataluña;01/04/2004;17750;72665;4,08386E+15;32514;9125;7211;13734;12408;8793;18245;13428;15218;68351;428358
9;catalunya;Cataluña;01/07/2004;18560;7275;4,08616E+15;32513;9282;7526;13728;12482;8193;19059;13695;15273;71720;452730
9;catalunya;Cataluña;01/10/2004;19430;73974;4,08616E+15;32956;10139;7735;13713;12575;8631;20314;13255;15319;65564;477101
9;catalunya;Cataluña;01/01/2005;20300;73758;4,0851E+15;3276;10177;7534;13922;12689;8666;19606;12534;15364;73732;501473
9;catalunya;Cataluña;01/04/2005;21360;75575;4,0851E+15;3346;9777;7875;14331;12849;9253;21880;17023;15556;80128;520042
9;catalunya;Cataluña;01/07/2005;22090;75591;4,08337E+16;33403;9545;7681;14355;12953;10604;23285;19484;15591;77438;538612
9;catalunya;Cataluña;01/10/2005;23180;76973;4,08337E+16;33917;9852;7837;14438;13018;11929;25389;23403;15619;71569;557181
9;catalunya;Cataluña;01/01/2006;24270;77142;4,08657E+15;33916;9782;8687;14736;13323;13814;25360;23056;15722;88768;575750
9;catalunya;Cataluña;01/04/2006;25480;7859;4,08657E+15;34524;10160;8952;15632;13604;18383;25878;26087;15860;79365;589802
9;catalunya;Cataluña;01/07/2006;26310;78687;4,09043E+15;34523;10600;8866;15635;13768;21471;26053;25822;16007;77161;603854
9;catalunya;Cataluña;01/10/2006;27440;78944;4,09043E+15;34641;11028;8685;15654;13968;21002;23814;21955;16073;68023;617907
